Genus,Family,Order,HybProp,Hyb_Ratio,perc_per,perc_wood,perc_ag,floral_symm,mating_system,repro_syndrome,pollination_syndrome,RedList,tavg,C_value,CV_C_value,perc_per_text,perc_wood_text,perc_ag_text,floral_symm_text,mating_system_text,repro_syndrome_text,pollination_syndrome_text,redlist_text,tavg_text,cvalue_text,cv_cvalue_text,image_url
Malvella,Malvaceae,Malvales,0,0,1,0,0.006153846,.,.,.,.,.,.,.,.,About 100% of species are perennial,About 0% of species are woody,About 1% of species are agricultural,radial or bilateral symmetry,mixed mating system,reproduction via seeds,pollination by insects,low extinction risk,temperate climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/4/46/Malvellaleprosa.jpg
Mammillaria,Cactaceae,Caryophyllales,0,0,1,1,0,.,.,.,.,3.25,.,3.294117647,60.76258263,About 100% of species are perennial,About 100% of species are woody,About 0% of species are agricultural,radial symmetry,self-incompatible,obligate outcrossing,insect-pollinated,high risk,temperate climates,medium genome,high variation,https://upload.wikimedia.org/wikipedia/commons/9/96/Mammillaria_tayloriorum.jpg
Mandragora,Solanaceae,Solanales,0,0,1,0,0.089837398,.,.,.,.,.,.,.,.,About 1% of species are perennial,About 0% of species are woody,About 9% of species are agricultural,radial symmetry,mixed mating system,dioecious,insect-pollinated,low extinction risk,temperate climates,small genome,low variation,No image found
Marah,Cucurbitaceae,Cucurbitales,20,0.4,1,0,0.024852071,.,.,.,.,.,.,.,.,About 100% of species are perennial,About 0% of species are woody,About 2% of species are agricultural,radial symmetry,mixed mating system,vegetative reproduction,wind-pollinated,low extinction risk,temperate climates,small genome,low variation,No image found
Marina,Fabaceae,Fabales,0,0,1,0,0.096494845,.,.,.,.,.,.,.,.,About 1% of species are perennial,About 0% of species are woody,About 10% of species are agricultural,radial,mixed mating,self-pollinating,insect-pollinated,low extinction risk,temperate climates,small genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/c/c1/Guarda-corpo_da_Avenida_Portugal_-_Rio_de_Janeiro_-_20220923024517.jpg
Mariscus,Cyperaceae,Poales,0,0,1,0,0.00045977,1,.,.,.,.,.,.,.,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agroforestry,radial symmetry,selfing,autogamous,wind-pollinated,low extinction risk,cold climates,small genome,low variation,No image found
Marrubium,Lamiaceae,Lamiales,4.545454545,0.25,1,0,0.004320557,.,1,0.75,1,.,.,.,.,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,selfing,Moderate reproductive syndrome,insect-pollinated,low extinction risk,cold climates,small genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/6/6b/Marrubium_rotundifolia.jpg
Marsdenia,Apocynaceae,Gentianales,0,0,1,0,0.000658617,.,.,.,1,2,.,.,.,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial,selfing,self-pollination,insect-pollinated,moderate risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/a/a9/Starr_080530-4659_Marsdenia_floribunda.jpg
Marsilea,Marsileaceae,Monilophyta,0,0,1,0,0,.,1,0.5,.,.,.,4.08,.,About 100% of species are perennial,About 0% of species are woody,About 0% of species are cultivated,radial symmetry,selfing,asexual reproduction,insect-pollinated,low extinction risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/d/d7/Starr_061108-9797_Marsilea_villosa.jpg
Matelea,Apocynaceae,Gentianales,0,0,1,1,0.000658617,.,.,.,1,2.75,.,.,.,About 100% of species are perennial,About 100% of species are woody,About 0% of species are agricultural,radial,mixed mating,obligate xenogamy,insect-pollinated,moderate risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/e/e6/Matelea_denticulata_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-067.jpg
Matricaria,Asteraceae,Asterales,0,0,0.25,0,0.00210989,.,1,1,1,.,.,2.7525,27.3348096,About 25% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial,selfing,self-pollination,wind-pollinated,low extinction risk,temperate climates,medium genome,high variation,https://upload.wikimedia.org/wikipedia/commons/4/4c/Matricaria_chamomilla.jpg
Matthiola,Brassicaceae,Brassicales,0,0,0.433333333,0,0.00485306,.,1,1,1,.,.,2.147142857,15.71517422,About 43% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,mixed mating system,asexual reproduction,insect-pollinated,low extinction risk,temperate climates,medium genome,high variation,https://upload.wikimedia.org/wikipedia/commons/7/74/Edwards%27s_botanical_register_%28Plate_25%29_%287949439164%29.jpg
Maurandya,Plantaginaceae,Lamiales,0,0,1,0,0.005925926,.,.,.,.,.,.,.,.,About 100% of species are perennial,About 0% of species are woody,About 1% of species are agriculturally significant,radial symmetry,selfing,autogamous,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/8/8a/Maurandya_barclayana.jpg
Meconella,Papaveraceae,Ranunculales,0,0,0,0,0,.,.,.,.,.,.,.,.,About 0% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial,selfing,generalist pollinator,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/e/e3/Meconelladenticulata.jpg
Medicago,Fabaceae,Fabales,0,0,0.3,0.012195122,0.096494845,.,1,0.857142857,1,4,0.0595,1.118,42.16043435,About 30% of species are perennial,About 1.2% of species are woody,About 9.6% of species are cultivated,radial,selfing,autotrophic,wind-pollinated,high risk,cold climates,small genome,high variation,https://upload.wikimedia.org/wikipedia/commons/1/13/Medicago_littoralis2.jpg
Megalodonta,Asteraceae,Asterales,0,0,.,0,0.00210989,.,.,.,.,.,.,.,.,About 75% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial,mixed mating system,reproduces sexually,insect-pollinated,low extinction risk,temperate climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/en/3/35/Bidenstripartita.jpg
Melaleuca,Myrtaceae,Myrtales,2.564102564,0.153846154,1,1,0.003243243,.,.,.,.,.,0.935,0.883333333,8.496853018,About 100% of species are perennial,About 100% of species are woody,About 0% of species are agricultural,radial symmetry,mixed mating system,sexual reproduction,insect-pollinated,low extinction risk,warm climates,small genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/6/6d/Melaleuca_armillaris.jpg
Melampyrum,Orobanchaceae,Lamiales,0,0,0,0,0,.,1,1,1,.,.,8.24,.,About 0% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial,selfing,self-pollination,wind-pollinated,low extinction risk,temperate climates,large genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/4/40/Melampyrum_nemorosum_photo.jpg
Melastoma,Melastomataceae,Myrtales,0,0,1,1,0,.,.,.,.,.,.,.,.,About 1% of species are perennial,About 1% of species are woody,About 0% of species are agricultural,radial symmetry,self-incompatible,vegetative reproduction,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/7/75/Starr_031118-0086_Melastoma_septemnervium.jpg
Melianthus,Melianthaceae,Geraniales,0,0,1,1,0,.,.,.,.,.,.,0.64,.,About 100% of species are perennial,About 100% of species are woody,About 0% of species are agricultural,radial,selfing,herbaceous perennial,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/a/a0/Melianthus_major_1.jpg
Melica,Poaceae,Poales,0,0,1,0,0.074314214,.,1,0.5,0,.,.,2.53,.,About 100% of species are perennial,About 0% of species are woody,About 7% of species are agroforestry relevant,radial symmetry,selfing,"self-compatible, reproduces vegetatively",wind-pollinated,low extinction risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/0/00/Melica_ciliata_010707.jpg
Melilotus,Fabaceae,Fabales,0,0,0.042857143,0,0.096494845,.,1,1,1,.,.,1.23,0,About 4% of species are perennial,About 0% of species are woody,About 10% of species are agroforestry,radial symmetry,selfing,self-pollination,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/c/c4/Bombus_lapidarius_-_Melilotus_officinalis_-_Tallinn.jpg
Menkea,Brassicaceae,Brassicales,0,0,0,0,0.00485306,.,.,.,.,.,.,.,.,About 0% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,mixed mating system,typical breeding system,wind-pollinated,low extinction risk,temperate climates,small genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/b/ba/Menkea_sphaerocarpa_flowers.jpg
Menodora,Oleaceae,Lamiales,0,0,1,0.7,0.003252033,.,.,.,.,.,.,.,.,About 100% of species are perennial,About 70% of species are woody,About 0% of species are agricultural,radial symmetry,mixed mating system,sexual reproduction,insect-pollinated,low extinction risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/f/fe/Menodora_spinescens_flower.jpg
Mentha,Lamiaceae,Lamiales,4.444444444,0.777777778,0.956521739,0,0.004320557,.,1,0.28125,1,.,.,0.74,89.03549411,About 96% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial,selfing,likely self-pollinating,wind-pollinated,low extinction risk,warm climates,small genome,high variation,https://upload.wikimedia.org/wikipedia/commons/4/4d/Mentha_spicata-IMG_6186.jpg
Mentzelia,Loasaceae,Cornales,0.153609831,0.047619048,0.351015459,0.106060606,0,.,.,.,.,.,.,.,.,About 35% of species are perennial,About 11% of species are woody,About 0% of species are agricultural,radial symmetry,mixed mating system,sexual reproduction,insect-pollinated,low extinction risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/a/ac/MentzeliaLindleyi.jpg
Mercurialis,Euphorbiaceae,Malpighiales,2.777777778,0.111111111,0.777777778,0,0.01239531,.,1,0.666666667,0.5,.,0.58,1.687142857,46.98623198,About 78% of species are perennial,About 0% of species are woody,About 1% of species are agriculturally important,radial symmetry,selfing,asexual reproduction is common,insect-pollinated,low extinction risk,temperate climates,small genome,high variation,No image found
Merendera,Colchicaceae,Liliales,0,0,1,0,0,.,.,.,.,.,.,.,.,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,unknown,unknown,unknown,unknown,low extinction risk,unknown,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/1/1f/Colchicum_speciosum000.jpg
Merremia,Convolvulaceae,Solanales,0,0,.,0.5,0.044375,0,.,.,1,.,.,.,.,About 90% of species are perennial,About 50% of species are woody,About 4% of species are cultivated,radial,mixed mating system,generalist reproduction,insect-pollinated,low extinction risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/0/01/Merremia_aegyptia_%28M_pantaphylla%29_in_Hyderabad%2C_AP_W_IMG_2527.jpg
Mertensia,Boraginaceae,Boraginales,4.210526316,0.4,1,0,0.001824818,.,.,1,0.5,.,.,.,.,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,mixed mating system,obligate apomixis,insect-pollinated,low extinction risk,cold climates,small genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/d/d3/Flickr_-_Nicholas_T_-_Shenks_Ferry_Wildflower_Preserve_%283%29.jpg
Mesembryanthemum,Aizoaceae,Caryophyllales,0,0,0,0,0.000990099,.,.,.,1,.,.,0.43,.,About 0% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial,selfing,obligate self-pollination,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/e/e2/Mesambryanthemum_nodiflorum.jpg
Metrosideros,Myrtaceae,Myrtales,0,0,1,1,0.003243243,.,.,.,.,2,0.71,.,.,About 100% of species are perennial,About 100% of species are woody,About 0% of species are agricultural,radial symmetry,selfing,obligate self-pollination,wind-pollinated,moderate risk,warm climates,medium genome,low variation,https://upload.wikimedia.org/wikipedia/commons/c/c5/MetrosiderosAK.jpg
Microcybe,Rutaceae,Sapindales,0,0,1,1,0.001652893,.,.,.,.,.,.,.,.,About 100% of species are perennial,About 100% of species are woody,About 0% of species are agriculturally important,Unknown floral symmetry,Unknown mating system,Unknown reproductive syndrome,Unknown pollination syndrome,Low extinction risk,Unknown climate type,Unknown genome size,Unknown genome variation,https://upload.wikimedia.org/wikipedia/commons/8/8c/Microcybe_multiflora_subsp._baccharoides_KS3.jpg
Microlepia,Dennstaedtiaceae,Monilophyta,100,0.5,1,0,0,.,.,.,.,.,.,7.94,.,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial,mixed,self-pollinated,insect-pollinated,low extinction risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/e/e1/Starr_041221-1891_Microlepia_strigosa.jpg
Micromeria,Lamiaceae,Lamiales,0.476190476,0.047619048,1,0.571428571,0.004320557,1,.,.,.,0,.,0.431666667,26.7130131,About 100% of species are perennial,About 57% of species are woody,About 0% of species are agriculturally important,radial,Mixed mating system,Unspecified reproductive syndrome,Insect-pollinated,low extinction risk,Cold climates,small genome,high variation,https://upload.wikimedia.org/wikipedia/commons/9/94/Micromeria_nervosa_1.jpg
Micropyrum,Poaceae,Poales,0,0,0,0,0.074314214,.,1,1,0,.,.,.,.,About 0% of species are perennial,About 0% of species are woody,About 7% of species are agricultural,radial symmetry,selfing,seed reproduction,wind-pollinated,low extinction risk,cold climates,small genome,low variation,Error fetching image
Microseris,Asteraceae,Asterales,2.857142857,0.2,0.625,0,0.00210989,.,.,.,.,.,.,2.686923077,53.08436044,About 63% of species are perennial,About 0% of species are woody,About 0% of species are used in agriculture,radial symmetry,mixed mating system,likely insect-pollinated with nectar rewards,insect-pollinated,low extinction risk,temperate climates,medium genome,high variation,https://upload.wikimedia.org/wikipedia/commons/b/b4/Microserissylvatica.jpg
Microsorum,Polypodiaceae,Monilophyta,0,0,.,.,0,.,.,.,.,.,.,.,.,About 65% of species are perennial,About 20% of species are woody,About 0% of species are agricultural,radial,mixed mating system,typical seed reproduction,insect-pollinated,low extinction risk,temperate climates,medium genome,high variation,https://upload.wikimedia.org/wikipedia/commons/9/9f/Microsorum_punctatum.jpg
Microtis,Orchidaceae,Asparagales,13.33333333,0.333333333,1,0,0,.,.,.,.,.,.,.,.,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agroforestry,unknown,unknown,unknown,unknown,low extinction risk,unknown,unknown,unknown,No image found
Milium,Poaceae,Poales,0,0,0.5,0,0.074314214,.,1,0.5,0,.,.,4.646,3.35989946,About 50% of species are perennial,About 0% of species are woody,About 7% of species are agamic,radial symmetry,selfing,asexual reproduction,wind-pollinated,low extinction risk,temperate climates,medium genome,low variation,https://upload.wikimedia.org/wikipedia/commons/b/b7/Milia_big.png
